,bookId,ISBN,Authors,Title,RefID
0,9,978-0-12-369389-1,"Lightstone, S.; Teorey, T.; Nadeau, T. (2007). ","Physical Database Design: the database professional's guide to exploiting indexes, views, storage, and more",17c8dfd4-d46f-11ea-a4e8-00dbdf5d0aba
